Image Name; CPU Time; GPU Time 
DSCF1324.JPG; 3,418;  
DSCF1340.JPG; 4,081;  
DSCF1368.JPG; 3,958;  
DSCF1388.JPG; 3,774;  
DSCF1413.JPG; 2,789;  
DSZ_0252.JPG; 4,067;  
DSZ_0626-Edit.jpg; 2,834;  
DSZ_0846.jpg; 3,277;  
DSZ_0889.jpg; 3,474;  
DSZ_1623.jpg; 3,352;  
polaris_mais.jpg; 3,365;  
